,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
11023,레이젠(주),47440,2014/12,2001/11/20,2018/10/11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",14.88,-5.34,-5.17,52.54,40.84,3.42,31.44,0.0,12.25,1.17,2.76,2.97,1.26,8412.46,105.0,93.87,66.32,22.05,-3.01,122.09,1.99,119.65,46.12,45.03,671.66,1.07,2.26,1.81,8.68,7.16,11.29,32.33,42.07,51.0,0.02,0.22,1.27,2.17,2.63,3.77,34905.25,25.07,56.06,118.13,24.97,69.71,30.29,4.69
11024,레이젠(주),47440,2015/12,2001/11/20,2018/10/11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-8.38,-3.81,-2.44,-15.32,-14.49,4.66,-4.34,0.0,9.16,-1.73,-2.54,-1.44,-1.73,8046.94,-97.0,94.54,66.53,27.05,-2.46,97.98,-1.22,113.58,42.63,50.51,702.96,1.0,2.1,1.8,7.65,5.97,10.95,33.33,47.71,61.16,0.01,0.38,1.09,2.18,2.25,3.2,32187.45,25.23,53.47,121.07,24.07,82.44,17.56,-7.18
11025,레이젠(주),47440,2016/12,2001/11/20,2018/10/11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-33.31,-31.86,-39.35,-25.17,-38.21,-30.72,-25.35,0.0,4.29,-17.74,-35.77,-10.79,-16.65,6006.95,-1067.0,92.51,69.87,22.93,-3.87,110.25,-9.02,109.68,47.83,47.56,487.04,0.94,1.9,1.7,7.66,5.52,13.42,27.19,47.67,66.17,0.01,0.0,1.02,1.97,2.1,2.89,10275.41,12.08,25.05,56.13,10.29,186.66,-86.66,-172.3
11026,레이젠(주),47440,2017/12,2001/11/20,2018/10/11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-21.47,-18.2,-13.2,-30.49,-42.61,-44.61,-19.58,0.0,-2.88,-34.49,-88.07,-20.06,-36.46,3012.39,-1038.0,63.79,50.9,5.09,-24.04,198.09,-9.2,171.89,42.34,33.55,160.57,1.06,2.55,1.94,10.24,5.1,11.09,32.91,35.63,71.6,0.01,0.24,1.02,2.15,2.33,3.01,-7118.94,-10.65,-21.26,-56.68,-8.87,0.0,0.0,0.0
11204,미리넷(주),56710,2011/12,2002/01/10,2012/04/13,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",43.87,-9.16,-52.65,318.05,-45.85,-473.45,-36.01,0.0,12.16,-377.65,0.0,-41.87,-160.51,366.58,-1637.0,42.5,40.22,2.19,-102.37,0.0,-11.81,0.0,75.66,0.0,-160.57,0.43,0.0,0.95,6.23,6.72,5.77,63.25,58.54,54.35,0.02,0.14,0.23,1.49,0.77,0.88,-71762.95,-126.85,-550.15,-88237.83,-352.14,0.0,0.0,0.0
11212,미주제강(주),2670,2011/12,1995/01/04,2012/04/17,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11268,부산방직공업(주),25270,2011/03,1995/03/20,2016/08/18,4,  섬유제품 제조업; 의복제외,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04,0.24,0.33,3.0,0.15,54706.57,132.0,124.14,61.64,5.42,11.71,128.06,2.26,90.75,60.21,43.85,800.11,0.6,1.37,1.51,1.98,2.37,13.85,26.35,184.51,154.24,0.0,0.0,0.55,10.73,1.0,2.01,4757.29,6.52,116.66,1581.76,10.87,61.86,38.14,2.23
11269,부산방직공업(주),25270,2012/03,1995/03/20,2016/08/18,4,  섬유제품 제조업; 의복제외,-9.7,3.55,5.5,-19.74,13.77,6.43,0.97,1967.86,18.84,4.95,6.63,2.98,3.15,55239.21,2736.0,135.79,38.88,1.87,14.1,93.51,1.62,89.96,53.51,51.68,851.55,0.64,1.34,1.48,1.87,3.35,15.64,23.34,195.31,109.04,0.0,0.0,0.63,10.65,1.12,2.77,7174.36,10.88,169.9,2071.11,16.23,50.03,49.97,30.52
11270,부산방직공업(주),25270,2013/12,1995/03/20,2016/08/18,4,  섬유제품 제조업; 의복제외,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,5.14,4.75,-1.16,2.68,43717.35,2247.0,173.65,83.03,2.68,21.16,77.4,-1.0,88.88,49.9,56.37,946.45,0.52,0.92,1.04,2.0,2.47,31.31,11.66,182.52,147.68,0.0,0.0,0.66,8.74,1.04,2.18,6564.73,9.77,164.04,2196.13,18.77,47.49,52.51,27.38
11271,부산방직공업(주),25270,2014/12,1995/03/20,2016/08/18,4,  섬유제품 제조업; 의복제외,-1.23,-5.04,6.21,-8.71,-14.95,-1.11,10.08,-93.04,9.65,0.32,0.33,-2.4,0.19,48122.38,156.0,161.25,82.86,0.97,17.52,77.17,-2.3,95.45,46.12,56.44,935.99,0.58,1.02,1.11,2.38,2.68,20.9,17.46,153.42,136.1,0.0,0.0,0.75,9.87,1.2,2.43,4634.15,6.99,121.94,2727.88,12.04,72.27,27.73,2.7
11272,부산방직공업(주),25270,2015/12,1995/03/20,2016/08/18,4,  섬유제품 제조업; 의복제외,-11.14,5.02,11.16,-37.19,-76.22,-2.93,-4.99,-1884.14,-0.17,-6.1,-6.05,-6.94,-3.56,45720.77,-279.0,121.29,98.96,3.65,5.72,62.19,-7.5,109.31,32.6,61.66,908.55,0.58,0.99,0.97,3.97,2.63,19.88,18.36,91.87,138.58,0.0,0.0,0.86,9.39,1.47,2.33,628.73,1.07,15.75,159.81,1.72,391.99,-291.99,-354.95
11362,삼목강업(주),158380,2011/12,2013/04/30,2016/04/21,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11363,삼목강업(주),158380,2012/12,2013/04/30,2016/04/21,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11364,삼목강업(주),158380,2013/12,2013/04/30,2016/04/21,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11365,삼목강업(주),158380,2014/12,2013/04/30,2016/04/21,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11366,삼목강업(주),158380,2015/12,2013/04/30,2016/04/21,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11577,성융광전투자유한공사,900150,2011/12,2010/09/15,2012/09/26,4,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.23,-76.73,-421.61,-34.52,-39.95,1748.3,-1315.0,78.81,64.95,12.87,-17.95,955.28,-10.36,350.57,66.78,9.48,190.26,0.52,5.5,1.57,4.43,1.9,1.49,245.46,82.35,192.36,0.03,0.21,0.34,1.92,0.78,0.95,-89894.3,-36.49,-210.29,-267.79,-70.07,0.0,0.0,0.0
11602,세미텍(주),81220,2011/12,2008/05/23,2014/03/03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11603,세미텍(주),81220,2012/12,2008/05/23,2014/03/03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11604,세미텍(주),81220,2013/12,2008/05/23,2014/03/03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11605,세신버팔로(주),110660,2011/12,2014/12/08,2018/10/11,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11606,세신버팔로(주),110660,2012/12,2014/12/08,2018/10/11,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11607,세신버팔로(주),110660,2013/12,2014/12/08,2018/10/11,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11608,세신버팔로(주),110660,2014/12,2014/12/08,2018/10/11,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11609,세신버팔로(주),110660,2015/12,2014/12/08,2018/10/11,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11610,세신버팔로(주),110660,2016/12,2014/12/08,2018/10/11,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11611,세신버팔로(주),110660,2017/12,2014/12/08,2018/10/11,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11612,세종머티리얼즈(주),135270,2011/12,2014/12/17,2019/10/02,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11613,세종머티리얼즈(주),135270,2012/12,2014/12/17,2019/10/02,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11614,세종머티리얼즈(주),135270,2013/12,2014/12/17,2019/10/02,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11615,세종머티리얼즈(주),135270,2014/12,2014/12/17,2019/10/02,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11616,세종머티리얼즈(주),135270,2015/12,2014/12/17,2019/10/02,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11617,세종머티리얼즈(주),135270,2016/12,2014/12/17,2019/10/02,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11618,세종머티리얼즈(주),135270,2017/12,2014/12/17,2019/10/02,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11619,세종머티리얼즈(주),135270,2018/12,2014/12/17,2019/10/02,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11640,소프트캠프(주),210610,2011/12,2014/12/18,2019/12/30,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11641,소프트캠프(주),210610,2012/12,2014/12/18,2019/12/30,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11642,소프트캠프(주),210610,2013/12,2014/12/18,2019/12/30,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11643,소프트캠프(주),210610,2014/12,2014/12/18,2019/12/30,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11644,소프트캠프(주),210610,2015/12,2014/12/18,2019/12/30,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11646,소프트캠프(주),210610,2016/12,2014/12/18,2019/12/30,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11648,소프트캠프(주),210610,2017/12,2014/12/18,2019/12/30,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11649,소프트캠프(주),210610,2018/12,2014/12/18,2019/12/30,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11666,스탠다드펌(주),179280,2011/12,2013/07/01,2015/04/30,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11667,스탠다드펌(주),179280,2012/12,2013/07/01,2015/04/30,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11668,스탠다드펌(주),179280,2013/12,2013/07/01,2015/04/30,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11669,스탠다드펌(주),179280,2014/12,2013/07/01,2015/04/30,4,  1차 금속 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11775,쌍용건설(주),12650,2011/12,1993/01/28,2014/04/11,4,  종합 건설업,-6.13,-10.16,-3.34,-7.25,-50.67,-34.14,-19.98,0.0,9.29,-7.96,-38.66,-6.82,-8.13,61252.12,-4900.0,109.2,104.26,10.38,5.92,475.44,-2.81,170.89,70.3,17.38,201.33,1.02,4.82,3.49,21.89,3.5,6.32,57.74,16.67,104.24,0.02,0.05,0.8,48.26,1.44,1.54,96429.2,5.57,269.64,1085.37,5.29,166.29,-66.29,-150.57
11776,쌍용건설(주),12650,2012/12,1993/01/28,2014/04/11,4,  종합 건설업,-24.29,24.02,-12.34,-29.33,115.83,-142.72,-5.6,0.0,0.9,-24.02,-481.88,-9.9,-27.2,57819.84,-13893.0,67.08,57.8,5.47,-32.21,0.0,-2.39,0.0,65.62,0.0,-86.0,1.13,0.0,3.57,19.8,4.78,5.76,63.4,18.43,76.29,0.03,0.05,0.77,42.97,1.66,1.81,-95897.51,-7.32,-216.22,-522.55,-5.57,0.0,0.0,0.0
11777,쌍용건설(주),12650,2013/12,1993/01/28,2014/04/11,4,  종합 건설업,-31.22,-15.99,-31.27,-31.19,-67.02,0.0,-3.85,0.0,3.38,-36.76,0.0,-15.28,-55.04,85682.78,-50109.0,49.53,46.25,7.27,-66.89,0.0,-4.45,0.0,65.65,0.0,-743.44,1.5,0.0,4.36,20.95,9.36,5.77,63.26,17.42,39.01,0.0,0.04,0.84,40.56,2.28,2.56,-227392.61,-25.24,-610.3,-1931.58,-13.74,0.0,0.0,0.0
11798,씨아이에스(주),144630,2011/12,2014/04/25,2017/01/20,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11799,씨아이에스(주),144630,2012/12,2014/04/25,2017/01/20,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11800,씨아이에스(주),144630,2013/12,2014/04/25,2017/01/20,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11801,씨아이에스(주),144630,2014/12,2014/04/25,2017/01/20,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11803,씨아이에스(주),144630,2015/12,2014/04/25,2017/01/20,4,  기타 기계 및 장비 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,10.9,6.13,2.48,2.34,4315.67,473.0,136.31,115.84,39.54,21.29,159.21,19.84,52.1,79.9,38.58,1543.03,0.22,0.56,1.07,1.79,4.86,4.35,83.94,203.7,75.05,0.01,0.43,0.16,1.21,0.27,0.32,5403.72,8.08,46.49,224.81,37.56,66.21,33.79,29.02
11855,씨제이이앤엠(주),130960,2011/12,2010/10/15,2018/07/18,4,  방송업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,5.13,4.86,3.64,2.86,30138.7,1765.0,126.89,126.11,21.08,9.46,67.8,5.2,92.91,44.63,59.6,613.06,0.56,0.94,1.01,202.39,3.28,17.93,20.35,1.8,111.27,0.01,0.01,0.7,9.71,1.25,1.26,499048.47,24.33,424.11,6147.95,43.66,27.09,72.91,11.76
11856,씨제이이앤엠(주),130960,2012/12,2010/10/15,2018/07/18,4,  방송업,1.95,-0.02,2.45,1.33,-0.15,2.65,22.0,-34.63,27.22,1.67,3.14,2.15,1.12,36766.79,985.0,183.3,182.19,32.68,20.16,63.8,2.43,91.14,44.36,61.05,629.17,0.67,1.12,1.21,247.09,3.67,17.81,20.5,1.48,99.46,0.01,0.0,0.91,11.85,1.51,1.52,526812.01,25.19,447.78,6809.8,37.78,32.03,67.97,4.42
11857,씨제이이앤엠(주),130960,2013/12,2010/10/15,2018/07/18,4,  방송업,5.79,14.73,3.75,8.34,15.73,3.37,23.05,-86.31,24.4,0.05,0.42,3.16,0.04,45159.64,134.0,187.37,186.15,61.96,21.18,73.52,3.53,94.69,45.43,57.63,636.99,0.8,1.35,1.45,282.09,4.26,17.87,20.42,1.29,85.61,0.02,0.0,1.15,13.58,1.78,1.79,572845.13,25.9,444.11,6447.72,33.38,38.6,61.4,0.16
11858,씨제이이앤엠(주),130960,2014/12,2010/10/15,2018/07/18,4,  방송업,6.58,-34.47,9.21,3.41,-19.67,22.36,-28.17,4336.02,20.72,18.94,16.37,-0.1,10.22,31825.43,5821.0,178.92,178.02,5.77,19.44,56.56,-0.83,87.55,44.08,63.87,779.39,0.54,0.89,0.98,209.45,3.31,14.78,24.7,1.74,110.43,0.01,0.01,0.78,11.03,1.21,1.21,371520.97,15.76,448.99,161232.93,30.14,33.56,66.44,62.83
11859,씨제이이앤엠(주),130960,2015/12,2010/10/15,2018/07/18,4,  방송업,0.32,-12.58,8.08,-9.53,-25.32,2.79,9.3,-75.79,24.34,3.93,3.55,2.76,2.24,34785.47,1409.0,146.37,145.77,7.39,12.6,51.59,3.83,91.32,39.75,65.97,801.16,0.57,0.88,0.98,294.2,3.55,15.42,23.67,1.24,102.8,0.01,0.0,0.84,16.25,1.36,1.37,539699.54,22.82,697.91,181223.38,40.06,29.47,70.53,9.81
11860,씨제이이앤엠(주),130960,2016/12,2010/10/15,2018/07/18,4,  방송업,18.1,256.22,26.15,5.9,20.04,-0.34,14.18,14.36,22.68,3.96,4.01,1.25,2.36,39719.61,1611.0,106.24,105.73,8.67,2.09,72.88,2.26,111.25,35.65,57.84,798.44,0.6,0.97,0.95,357.08,3.4,13.08,27.91,1.02,107.31,0.01,0.0,0.88,8.72,1.59,1.6,659174.36,23.6,261.05,92559.74,42.85,27.89,72.11,9.23
11861,씨제이이앤엠(주),130960,2017/12,2010/10/15,2018/07/18,4,  방송업,34.59,13.73,37.94,28.53,32.02,34.88,13.76,589.57,25.15,24.11,23.6,2.03,12.88,45185.29,11110.0,155.36,154.61,15.13,12.13,67.16,4.21,110.25,34.04,59.82,1076.97,0.53,0.91,0.82,320.92,3.44,12.81,28.48,1.14,106.03,0.01,0.0,0.87,5.94,1.54,1.55,1185219.41,31.53,428.27,106249.68,67.72,18.78,81.22,35.6
11902,아스팩오일(주),232360,2011/12,2015/12/22,2017/07/25,4,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11903,아스팩오일(주),232360,2012/12,2015/12/22,2017/07/25,4,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11904,아스팩오일(주),232360,2013/12,2015/12/22,2017/07/25,4,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11905,아스팩오일(주),232360,2014/12,2015/12/22,2017/07/25,4,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11906,아스팩오일(주),232360,2015/12,2015/12/22,2017/07/25,4,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11907,아스팩오일(주),232360,2016/12,2015/12/22,2017/07/25,4,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11912,아이스테이션(주),56010,2011/12,2002/08/13,2012/04/13,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11923,아이이(주),23430,2011/12,1994/10/07,2017/12/20,4,  도매 및 상품 중개업,-9.63,-13.43,-4.95,-11.26,23.65,-13.41,-13.39,0.0,21.35,-26.41,-15.04,-10.98,-12.83,297.7,-79.0,641.0,534.68,372.83,61.39,19.99,-436.87,32.71,72.74,83.34,97.03,0.49,0.57,1.83,4.69,3.29,11.76,31.04,77.87,110.94,0.01,0.0,0.58,7.14,0.66,0.77,4202.56,20.39,306.84,1480.27,39.88,101.64,-1.64,-66.23
11924,아이이(주),23430,2012/12,1994/10/07,2017/12/20,4,  도매 및 상품 중개업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,-316.46,-90.38,-3.93,-29.42,184.9,-584.0,137.35,131.47,10.97,14.76,199.98,-13.11,137.16,54.28,33.34,68.19,0.09,0.28,0.2,4.0,0.35,0.26,1395.36,91.2,1049.42,0.0,0.24,0.1,7.27,0.17,0.18,-17838.41,-24.04,-1880.43,-5989.64,-258.6,0.0,0.0,0.0
11925,아이이(주),23430,2013/12,1994/10/07,2017/12/20,4,  도매 및 상품 중개업,59.93,-59.6,9.02,102.82,342.05,75.0,5567.03,0.0,3.89,0.31,-3.26,3.72,1.24,3641.69,-15.0,113.35,102.78,5.27,8.11,163.49,2.13,82.12,68.83,37.95,78.71,4.05,11.21,11.03,83.68,9.31,8.3,43.99,4.36,39.21,0.0,0.01,3.5,587.0,6.41,6.94,11554.22,9.74,3014.62,4013.48,2.96,31.56,68.44,10.35
11926,아이이(주),23430,2014/12,1994/10/07,2017/12/20,4,  도매 및 상품 중개업,-33.84,734.28,23.32,-59.72,-97.33,-1.03,-89.72,0.0,6.41,-8.7,-3.0,-1.21,-3.55,374.38,0.0,90.73,90.17,3.18,-4.28,88.82,-3.07,109.69,41.91,52.96,77.9,0.41,0.93,0.97,10.27,0.85,0.81,451.3,35.53,429.24,0.07,0.1,0.36,22.45,0.7,0.75,109.03,0.14,3.41,70.12,0.27,778.14,-678.14,-3207.22
11927,아이이(주),23430,2015/12,1994/10/07,2017/12/20,4,  도매 및 상품 중개업,-18.45,0.1,26.84,-81.23,-9.36,34.72,-20.45,0.0,15.09,-38.7,-25.12,-0.3,-17.36,248.31,-97.0,117.59,114.08,56.04,1.44,14.26,-0.65,103.24,9.65,87.52,80.89,0.45,0.66,0.62,164.85,2.03,1.85,197.68,2.21,179.75,0.0,0.01,0.79,9.99,1.64,1.65,-8940.38,-13.97,-279.31,-4922.25,-27.97,0.0,0.0,0.0
11928,아이이(주),23430,2016/12,1994/10/07,2017/12/20,4,  도매 및 상품 중개업,-46.13,-1.27,-51.73,6.33,-13.4,-83.48,-62.1,0.0,18.56,-1172.96,-430.83,-7.59,-288.54,66.16,-772.0,80.98,79.01,49.09,-4.47,270.58,-6.57,300.03,19.04,26.98,6.64,0.25,0.37,0.28,70.42,7.74,3.85,94.89,5.18,47.18,0.0,0.01,0.93,3.81,1.9,1.95,-126492.66,-366.76,-4002.83,-269925.86,-1044.01,0.0,0.0,0.0
12068,어울림네트웍스(주),42820,2011/12,2000/07/11,2012/11/17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12069,어울림엘시스(주),33280,2011/12,1997/11/10,2012/09/11,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12070,어울림정보기술(주),38320,2011/12,2002/04/23,2012/09/08,4,  출판업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12071,에버테크노(주),70480,2011/12,2007/05/22,2014/07/17,4,  기타 기계 및 장비 제조업,-4.16,-2.97,-0.96,-6.04,15.68,7.64,-43.66,-60.96,19.29,3.29,9.33,4.4,3.47,19968.45,578.0,124.05,114.4,12.88,11.96,180.11,2.08,107.33,61.68,35.7,1283.18,1.05,3.14,2.8,24.08,4.08,4.73,77.16,15.16,89.48,0.04,0.04,0.92,4.14,1.69,1.82,31263.84,20.06,78.27,338.41,18.63,65.69,34.31,17.66
12072,에버테크노(주),70480,2012/12,2007/05/22,2014/07/17,4,  기타 기계 및 장비 제조업,-27.94,14.03,26.7,-61.88,-25.88,-37.73,-53.13,0.0,14.07,-25.46,-45.22,-8.33,-14.93,9359.71,-2354.0,58.39,49.56,4.21,-23.25,220.0,-3.79,215.58,32.63,31.25,799.04,0.59,1.73,1.16,12.08,2.57,3.67,99.42,30.2,142.25,0.01,0.09,0.58,1.84,1.18,1.31,819.42,0.73,1.8,5.13,1.04,1732.45,-1632.45,-2443.57
12073,에버테크노(주),70480,2013/12,2007/05/22,2014/07/17,4,  기타 기계 및 장비 제조업,-42.36,-22.34,-38.67,-49.99,-85.97,-98.24,-35.55,0.0,3.71,-69.45,-200.5,-24.62,-39.77,6032.5,-4389.0,33.15,31.74,1.99,-57.09,7670.25,-7.94,5570.37,28.31,1.29,14.09,0.57,2.82,0.83,16.05,3.89,3.77,96.7,22.75,93.86,0.05,0.06,0.59,1.25,1.84,2.08,-15055.27,-23.26,-42.56,-185.69,-29.7,0.0,0.0,0.0
