,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
4976,(주)에이팸,73070,2020/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,-13.89,-6.97,19.34,-57.29,-1.47,44.96,-63.54,0.0,-19.93,-48.45,-13.88,-8.81,-8.03,146.75,-315.0,60.7,35.61,6.21,-13.92,60.61,-5.18,126.07,21.5,62.26,456.54,0.17,0.34,0.25,2.0,1.98,2.89,126.41,182.63,184.12,0.0,0.91,0.2,0.94,0.5,0.66,5409.13,5.25,33.48,225.74,29.33,166.23,-66.23,-165.2
4994,(주)에임하이글로벌,43580,2011/12,2001/08/02,2018/08/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.27,-19.95,-15.85,-6.68,-14.78,1031.5,-206.0,736.06,732.87,159.2,42.79,7.21,-164.91,54.13,49.51,93.27,259.62,0.74,0.79,1.47,345.08,3.84,102.81,3.55,1.06,94.96,0.01,0.0,1.32,5.24,1.5,1.5,-887.65,-5.1,-36.05,-37.78,-6.88,0.0,0.0,0.0
4995,(주)에임하이글로벌,43580,2012/12,2001/08/02,2018/08/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,3.86,4.82,4.06,4.5,1638.85,66.0,954.5,850.8,294.53,48.98,7.05,7.14,48.48,54.71,93.41,253.63,1.17,1.25,2.58,19.63,4.45,38.09,9.58,18.6,81.99,0.01,0.0,1.93,12.03,2.13,2.39,3214.49,16.54,170.46,178.48,14.17,54.53,45.47,27.24
4996,(주)에임하이글로벌,43580,2013/12,2001/08/02,2018/08/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",21.47,-12.68,21.49,21.45,-14.67,3.53,53.06,-91.65,6.4,0.21,0.4,2.46,0.34,2393.48,5.0,268.42,247.93,107.28,34.33,25.6,5.62,56.89,54.71,79.62,259.25,1.61,1.88,3.56,32.42,8.09,29.42,12.41,11.26,45.11,0.02,0.09,2.36,19.65,2.95,3.24,2895.26,12.26,175.82,185.43,8.34,75.7,24.3,2.52
4997,(주)에임하이글로벌,43580,2014/12,2001/08/02,2018/08/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-12.17,18.71,-8.87,-14.9,48.56,-5.07,-46.72,0.0,3.46,-5.2,-5.25,1.85,-4.34,1275.15,-66.0,380.23,329.56,41.96,39.06,16.2,-7.7,54.61,53.0,86.06,246.12,0.83,1.01,1.81,15.09,6.59,10.75,33.94,24.19,55.36,0.02,0.09,1.17,10.27,1.55,1.72,797.49,3.85,40.79,45.21,4.31,280.99,-180.99,-120.55
4998,(주)에임하이글로벌,43580,2015/12,2001/08/02,2018/08/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.55,-40.68,-21.5,20.1,-5.85,7.43,-26.66,0.0,7.96,-9.45,-6.93,-1.41,-6.16,779.83,-88.0,786.44,704.28,305.32,55.26,8.76,-28.85,39.9,63.31,91.95,220.49,0.65,0.73,1.56,9.54,5.72,12.76,28.61,38.27,63.79,0.01,0.4,0.94,8.71,1.12,1.27,1707.11,8.19,147.21,166.42,12.59,136.98,-36.98,-75.09
4999,(주)에임하이글로벌,43580,2016/12,2001/08/02,2018/08/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",64.07,121.32,167.94,3.87,-73.46,28.32,-67.26,0.0,-25.73,-270.17,-54.8,-20.45,-43.57,184.73,-503.0,151.05,147.02,76.03,13.55,36.99,-14.36,82.08,40.08,73.0,203.7,0.16,0.2,0.32,5.09,2.67,13.78,26.48,71.74,136.57,0.01,0.0,0.24,2.38,0.33,0.35,-8914.67,-26.06,-347.36,-447.82,-200.8,0.0,0.0,0.0
5000,(주)에임하이글로벌,43580,2017/12,2001/08/02,2018/08/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",342.56,-17.48,475.72,143.5,170.12,443.16,423.82,0.0,42.2,-90.64,-29.91,-4.84,-22.71,850.93,-572.0,390.21,378.66,51.2,16.4,6.15,-63.59,82.74,22.05,94.21,409.5,0.25,0.28,0.34,34.34,2.72,44.33,8.23,10.63,133.96,0.01,0.0,0.72,9.93,0.99,1.02,-16088.96,-10.63,-759.67,-1561.03,-69.18,0.0,0.0,0.0
5096,(주)에프티이앤이,65160,2011/12,2002/07/30,2019/05/03,4,  화학물질 및 화학제품 제조업; 의약품 제외,6.76,-6.64,-4.67,20.58,87.44,-2.26,35.54,0.0,12.95,-1.96,-1.78,2.12,-1.07,1396.61,-27.0,209.53,184.2,22.44,26.72,73.21,0.35,84.66,51.12,57.73,304.3,0.55,0.91,1.06,11.19,5.83,9.03,40.41,32.63,62.57,0.02,0.13,0.79,1.47,1.13,1.26,8552.58,8.0,22.93,67.0,15.09,65.78,34.22,-12.97
5097,(주)에프티이앤이,65160,2012/12,2002/07/30,2019/05/03,4,  화학물질 및 화학제품 제조업; 의약품 제외,5.25,-27.9,-16.26,25.81,54.7,-15.75,-3.62,0.0,13.53,-8.56,-8.22,-1.01,-4.26,1346.09,-116.0,175.11,149.09,26.47,26.21,116.38,-1.03,84.15,61.11,46.22,256.37,0.5,0.96,1.14,6.49,3.36,7.62,47.88,56.23,108.75,0.01,0.45,0.58,1.7,0.88,1.02,6586.99,5.85,24.5,52.67,12.06,97.79,2.21,-71.02
5098,(주)에프티이앤이,65160,2013/12,2002/07/30,2019/05/03,4,  화학물질 및 화학제품 제조업; 의약품 제외,4.43,14.34,5.11,4.0,29.91,10.21,3.42,0.0,22.29,-1.21,-1.25,1.07,-0.6,1314.48,-17.0,132.14,107.6,13.48,14.8,105.03,0.08,80.25,60.86,48.77,266.79,0.49,1.03,1.26,4.81,2.47,8.68,42.05,75.93,147.92,0.01,0.0,0.48,1.96,0.81,0.97,13025.45,11.08,42.37,115.97,23.06,48.1,51.9,-5.26
5099,(주)에프티이앤이,65160,2014/12,2002/07/30,2019/05/03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-12.95,6.11,-1.8,-20.13,8.68,-28.83,-11.39,0.0,23.49,-32.35,-33.0,-2.26,-14.73,1164.73,-381.0,101.3,75.71,6.13,0.71,150.78,-0.76,110.73,55.84,39.88,189.86,0.46,1.02,1.1,3.61,2.17,5.93,61.6,101.04,167.91,0.0,0.0,0.42,1.58,0.78,0.99,-987.28,-0.96,-3.03,-7.84,-1.97,0.0,0.0,0.0
5100,(주)에프티이앤이,65160,2015/12,2002/07/30,2019/05/03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-21.61,-2.59,-7.32,-32.9,-30.03,-15.13,-3.74,0.0,16.05,-46.27,-59.12,-19.09,-24.43,951.11,-489.0,85.76,63.17,1.12,-7.94,131.65,-6.03,120.93,47.8,43.17,136.69,0.53,1.28,1.11,3.93,2.99,5.31,68.77,92.92,121.98,0.01,0.62,0.49,1.5,1.01,1.36,-9087.85,-11.33,-28.6,-78.25,-18.86,0.0,0.0,0.0
5101,(주)에프티이앤이,65160,2016/12,2002/07/30,2019/05/03,4,  화학물질 및 화학제품 제조업; 의약품 제외,28.71,5.23,18.37,40.01,5.42,45.41,-6.82,0.0,23.11,-2.18,-2.3,1.18,-1.07,828.5,-18.0,109.44,87.73,9.22,4.48,105.04,0.21,98.44,51.99,48.77,185.81,0.49,1.06,0.98,4.33,3.18,5.89,61.98,84.32,114.88,0.01,0.62,0.48,1.38,0.98,1.26,13205.2,12.79,40.43,125.12,29.41,61.42,38.58,-7.4
5102,(주)에프티이앤이,65160,2017/12,2002/07/30,2019/05/03,4,  화학물질 및 화학제품 제조업; 의약품 제외,13.02,20.03,19.57,6.97,-1.92,54.46,52.56,0.0,27.31,-12.38,-13.24,3.52,-7.71,1244.21,-154.0,165.73,135.59,43.5,19.52,50.03,0.78,76.2,49.21,66.65,229.42,0.62,1.07,1.26,6.5,4.16,7.93,46.0,56.19,87.75,0.01,0.37,0.7,1.86,1.23,1.52,9758.36,8.36,24.31,50.51,14.25,96.24,3.76,-86.91
5103,(주)에프티이앤이,65160,2018/12,2002/07/30,2019/05/03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-45.95,-55.13,-61.1,-30.32,-33.13,-72.07,-42.65,0.0,11.4,-18.75,-14.8,-10.72,-8.19,577.81,-108.0,110.7,91.38,5.36,6.13,190.35,-9.63,106.14,63.45,34.44,63.89,0.44,0.79,0.95,4.51,2.83,3.8,96.08,80.95,128.98,0.01,0.28,0.47,1.35,0.81,0.98,6654.96,10.55,39.62,101.48,16.94,139.45,-39.45,-110.66
5104,(주)에피밸리,68630,2011/12,2005/10/27,2012/04/24,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,(주)엑큐리스,48460,2011/12,2000/12/14,2012/11/16,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-14.98,10.71,7.4,-27.03,-42.09,0.01,-22.35,0.0,-3.17,-13.18,-46.16,-17.08,-19.09,3106.72,-547.0,118.09,66.47,10.99,8.55,122.21,-7.59,98.24,55.79,45.0,177.42,1.45,3.5,3.69,4.74,6.12,5.03,72.53,77.0,59.61,0.02,0.17,1.28,3.96,2.38,4.79,1283.87,2.59,6.2,32.83,1.65,532.76,-432.76,-800.92
5168,(주)엔스퍼트,98400,2011/12,2008/01/30,2012/07/24,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,(주)엔에스브이,95300,2011/12,2009/04/17,2017/09/12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,(주)엔에스브이,95300,2012/12,2009/04/17,2017/09/12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,(주)엔에스브이,95300,2013/12,2009/04/17,2017/09/12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,(주)엔에스브이,95300,2014/12,2009/04/17,2017/09/12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,(주)엔에스브이,95300,2015/12,2009/04/17,2017/09/12,4,  기타 기계 및 장비 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.58,-41.45,-85.02,-24.83,-30.23,2410.58,-1200.0,67.72,28.74,0.6,-18.9,181.29,-8.52,169.73,39.66,35.55,235.04,0.73,2.05,1.21,3.19,6.41,10.73,34.01,114.28,56.98,0.01,0.0,0.74,1.33,1.84,4.33,-2091.97,-5.45,-9.96,-83.44,-7.48,0.0,0.0,0.0
5178,(주)엔에스브이,95300,2016/12,2009/04/17,2017/09/12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,(주)엔케이맥스,262760,2017/12,2018/08/09,2019/07/04,4,  의료용 물질 및 의약품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,(주)엔케이맥스,262760,2018/12,2018/08/09,2019/07/04,4,  의료용 물질 및 의약품 제조업,128.19,12.45,25.77,198.56,0.0,94.96,221.5,0.0,-74.6,-2261.06,-25.41,-26.11,-22.21,22.39,-483.0,4945.26,4942.69,2341.04,75.99,20.39,999999999.0,27.02,77.56,83.06,478.97,0.01,0.01,0.04,35.05,6.84,0.0,0.0,10.41,53.39,0.02,0.02,0.01,0.05,0.01,0.01,-2619.39,-5.4,-160.27,-2292.06,-764.79,0.0,0.0,0.0
5242,(주)엔케이바이오,19260,2011/12,1996/01/04,2012/09/05,4,  섬유제품 제조업; 의복제외,-4.22,-14.46,-7.83,2.64,-49.19,-5.64,59.39,0.0,75.53,-7.28,-1.93,0.49,-1.58,152.4,-11.0,220.07,212.44,37.93,20.18,22.75,-0.01,77.36,36.98,81.47,55.97,0.22,0.26,0.34,11.66,2.69,13.87,26.32,31.3,135.57,0.01,2.06,0.42,1.1,0.61,0.64,6438.35,13.65,74.76,1350.89,61.55,46.29,53.71,-11.83
5251,(주)엔터기술,68420,2011/12,2003/07/01,2013/04/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-8.54,-3.91,-13.51,1.94,-8.66,-22.86,11.0,0.0,26.08,-34.84,-35.53,-7.86,-13.31,2926.63,-1154.0,66.98,37.23,10.04,-17.68,160.54,-2.29,167.08,35.87,38.38,449.1,0.38,0.92,0.58,2.4,4.0,9.68,37.69,152.32,91.16,0.0,0.0,0.45,4.67,1.13,2.12,1435.42,2.27,27.13,470.96,5.69,225.95,-125.95,-612.5
5252,(주)엔터기술,68420,2012/12,2003/07/01,2013/04/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-14.84,-1.83,-5.54,-31.47,-26.77,-18.38,-13.2,0.0,15.7,-42.21,-48.13,-6.2,-15.82,1851.82,-779.0,52.72,27.7,0.53,-25.89,180.97,-1.65,199.86,28.87,35.59,206.17,0.37,1.01,0.56,2.52,3.09,5.91,61.81,145.12,118.18,0.0,0.0,0.43,4.18,1.15,2.11,-563.37,-1.05,-10.85,-244.5,-2.57,0.0,0.0,0.0
5326,(주)엘앤씨피,15390,2011/12,2001/08/09,2012/04/13,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,(주)엘피케이로보틱스,183350,2013/12,2013/10/11,2020/06/17,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,(주)엘피케이로보틱스,183350,2014/12,2013/10/11,2020/06/17,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,(주)엘피케이로보틱스,183350,2015/12,2013/10/11,2020/06/17,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,(주)엘피케이로보틱스,183350,2016/12,2013/10/11,2020/06/17,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,(주)엘피케이로보틱스,183350,2017/12,2013/10/11,2020/06/17,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,(주)엘피케이로보틱스,183350,2018/12,2013/10/11,2020/06/17,4,  기타 기계 및 장비 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,-5.05,-9.78,-4.66,-2.48,4722.13,0.0,79.71,61.57,4.42,-11.65,290.69,-1.16,211.89,45.76,25.6,495.86,0.49,1.92,0.91,4.72,3.54,4.62,79.08,77.28,103.23,0.01,0.27,0.48,1.53,1.07,1.39,4894.9,10.85,56.44,1527.02,22.06,77.74,22.26,-22.9
5383,(주)엘피케이로보틱스,183350,2019/12,2013/10/11,2020/06/17,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,(주)엠씨넥스,97520,2011/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",32.07,57.01,47.49,27.3,43.42,87.46,48.39,96.26,14.08,5.38,36.33,13.4,9.51,45179.85,3000.0,113.31,83.16,4.26,8.65,233.31,3.51,87.97,73.61,30.0,1745.22,1.77,6.75,7.01,9.35,5.08,9.47,38.56,39.05,71.82,0.01,0.2,1.22,9.19,2.36,3.16,38151.31,27.53,135.39,216.93,17.72,42.57,57.43,30.36
5414,(주)엠씨넥스,97520,2012/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",7.69,22.24,19.71,3.39,38.7,31.96,-20.88,-79.52,13.36,1.39,4.92,4.87,1.65,32011.7,444.0,117.7,75.68,8.42,10.62,172.02,1.68,79.81,70.66,36.76,1856.57,1.18,3.53,4.24,5.26,3.7,5.97,61.15,69.42,98.74,0.01,0.33,0.88,5.36,1.64,2.39,27927.91,18.71,79.84,116.26,16.39,66.7,33.3,8.49
5415,(주)엠씨넥스,97520,2013/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",42.69,125.21,109.32,15.03,29.17,15.04,74.49,237.06,10.92,2.69,13.55,6.8,4.41,49942.77,1372.0,96.22,57.65,14.68,-2.24,237.41,3.39,145.21,56.96,29.64,2097.35,1.64,5.04,4.39,6.89,6.89,7.46,48.93,52.98,52.97,0.02,0.16,1.34,5.23,2.62,4.23,43518.38,20.43,55.24,86.49,14.64,56.05,43.95,18.37
5416,(주)엠씨넥스,97520,2014/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",35.73,31.44,25.26,43.63,27.4,21.96,38.07,70.67,13.0,3.32,19.48,9.18,5.44,68177.47,2315.0,95.83,61.76,10.48,-2.62,275.49,4.95,149.14,60.28,26.63,2557.97,1.63,5.86,3.98,7.42,6.62,7.0,52.17,49.18,55.17,0.02,0.14,1.36,4.5,2.78,4.44,64092.74,22.17,62.1,85.32,15.62,43.51,56.49,21.29
5417,(주)엠씨넥스,97520,2015/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-5.72,12.8,8.8,-15.29,-24.45,18.2,22.53,18.46,13.24,3.21,19.24,9.46,5.76,55886.86,1833.0,86.8,59.27,22.27,-8.24,199.49,6.06,137.28,54.16,33.39,2022.68,1.79,5.99,4.19,9.25,7.54,7.87,46.41,39.48,48.39,0.02,0.11,1.49,4.56,3.12,4.72,79771.99,29.27,68.73,98.3,15.86,43.69,56.31,20.26
5418,(주)엠씨넥스,97520,2016/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",8.13,9.55,9.53,6.94,15.03,-30.11,-17.97,-252.81,4.2,-5.99,-31.95,-8.33,-8.71,45840.37,-2824.0,70.48,46.43,18.66,-22.44,363.32,-5.68,215.13,53.57,21.58,1413.7,1.45,5.34,3.15,8.2,7.62,6.21,58.8,44.54,47.9,0.03,0.1,1.18,3.37,2.7,4.03,32810.83,11.13,25.66,36.13,7.95,108.94,-8.94,-75.28
5419,(주)엠씨넥스,97520,2017/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",31.6,18.76,19.94,41.7,5.37,54.11,62.06,0.0,9.49,-0.13,-1.1,5.82,-0.26,74288.6,0.0,78.15,58.32,21.56,-16.13,295.64,2.84,167.43,57.68,25.28,1775.97,1.96,8.27,4.44,12.09,12.18,8.38,43.54,30.19,29.97,0.06,0.06,1.5,4.78,3.5,4.93,5405.82,1.39,3.58,5.13,0.81,0.0,0.0,-16.51
5420,(주)엠씨넥스,97520,2018/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.84,5.93,4.95,-2.18,-4.08,32.33,4.26,0.0,12.51,4.28,26.19,10.7,7.66,62025.94,2161.0,85.01,63.87,25.33,-9.87,201.49,5.59,132.78,55.96,33.17,1506.02,1.79,6.12,4.14,12.54,9.92,7.0,52.14,29.11,36.79,0.07,0.06,1.41,4.45,3.15,4.21,145248.72,37.14,90.38,131.8,20.84,37.11,62.89,20.53
5421,(주)엠씨넥스,97520,2019/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",21.87,37.86,40.12,7.51,42.38,73.13,81.89,183.41,14.52,6.67,47.71,26.27,19.48,71438.69,5151.0,96.1,64.44,19.78,-2.01,112.22,25.16,107.46,49.36,47.12,2514.26,2.92,7.16,6.13,19.22,14.85,11.68,31.26,18.99,24.58,0.08,0.04,2.65,6.62,5.58,7.87,249047.64,52.26,123.45,170.25,19.65,29.04,70.96,33.93
5422,(주)엠씨넥스,97520,2020/12,2012/07/25,2021/07/06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-4.86,-10.68,-10.82,1.24,2.14,12.63,3.44,-54.51,9.75,2.93,16.1,12.87,8.27,73409.13,2180.0,131.96,88.1,9.86,12.72,79.25,16.16,85.09,52.53,55.79,2831.86,2.82,5.49,5.74,16.74,12.28,13.33,27.38,21.8,29.72,0.04,0.06,2.92,6.24,5.54,8.28,189553.33,41.81,95.68,146.28,14.45,37.95,62.05,20.28
5459,(주)엠제이비,74150,2011/12,2005/07/08,2016/09/05,4,  전문직별 공사업,44.12,31.05,35.41,57.45,675.29,16.74,96.84,0.0,15.28,3.91,2.78,6.46,2.18,2347.08,93.0,202.4,161.27,56.75,21.85,40.18,79.53,79.65,43.18,71.34,709.57,0.56,0.71,0.96,9.53,6.43,5.18,70.53,38.3,56.75,0.04,0.09,0.95,1.51,1.34,1.55,4076.92,10.75,89.35,192.04,22.79,47.89,52.11,17.15
5460,(주)엠제이비,74150,2012/12,2005/07/08,2016/09/05,4,  전문직별 공사업,-22.71,-38.92,-33.84,-8.06,-98.88,-21.17,-5.29,0.0,4.75,-33.34,-23.05,-5.68,-16.81,2222.99,-731.1,194.86,194.37,63.57,25.01,37.42,-12.6,66.83,51.37,72.77,559.33,0.5,0.7,0.95,10.08,4.55,2.62,139.54,36.22,80.18,0.0,0.08,0.72,1.57,1.08,1.21,-3321.97,-11.34,-105.5,-263.95,-19.61,0.0,0.0,0.0
5461,(주)엠제이비,74150,2013/12,2005/07/08,2016/09/05,4,  전문직별 공사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,(주)엠제이비,74150,2014/12,2005/07/08,2016/09/05,4,  전문직별 공사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5463,(주)엠제이비,74150,2015/12,2005/07/08,2016/09/05,4,  전문직별 공사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,(주)영진코퍼레이션,53330,2011/12,2001/11/01,2015/04/23,4,  기타 기계 및 장비 제조업,1.29,-3.59,-2.36,4.45,39.6,3.46,26.49,0.0,4.88,-11.26,-32.55,-7.29,-10.73,929.48,-129.0,105.45,97.78,4.8,2.86,175.26,-2.58,122.99,55.32,36.33,67.55,0.95,2.66,2.09,27.43,5.97,5.72,63.8,13.31,61.1,0.09,0.04,0.88,2.89,1.75,1.87,17124.65,30.71,95.53,549.82,32.43,43.23,56.77,-34.71
5552,(주)영진코퍼레이션,53330,2012/12,2001/11/01,2015/04/23,4,  기타 기계 및 장비 제조업,-28.94,-10.3,-23.38,-33.42,-32.32,-48.05,-29.15,0.0,-2.56,-34.49,-87.36,-14.32,-27.06,621.75,-1057.0,86.35,79.96,0.22,-8.19,236.77,-5.06,162.24,51.83,29.69,156.23,0.78,2.34,1.7,19.89,6.71,4.64,78.68,18.35,54.42,0.0,0.05,0.72,2.2,1.46,1.57,110.94,0.28,0.69,3.68,0.3,5363.93,-5263.93,-11632.81
5553,(주)영진코퍼레이션,53330,2013/12,2001/11/01,2015/04/23,4,  기타 기계 및 장비 제조업,76.56,33.52,31.23,118.69,-41.07,26.51,21.44,0.0,9.92,-15.33,-62.22,-6.6,-12.71,2740.06,-436.0,112.35,110.11,0.56,7.06,202.68,-2.49,108.38,64.19,33.04,132.15,0.83,2.61,2.06,37.66,4.39,3.94,92.63,9.69,83.24,3.32,0.03,0.7,2.42,1.39,1.44,2656.85,3.8,12.37,101.29,5.85,199.22,-99.22,-262.16
5554,(주)영진코퍼레이션,53330,2014/12,2001/11/01,2015/04/23,4,  기타 기계 및 장비 제조업,-87.7,-97.71,-90.41,-86.19,0.0,-156.86,-82.17,0.0,-12.8,-358.61,-1035.56,-5.96,-73.95,349.71,-1262.0,39.68,39.68,0.25,-109.56,0.0,-1.68,0.0,72.09,0.0,-61.44,0.21,0.0,0.59,18.1,0.87,0.83,440.09,20.16,421.68,0.57,0.06,0.15,0.74,0.32,0.32,-22762.31,-264.5,-4621.07,-12100.66,-281.02,0.0,0.0,0.0
5555,(주)영현무역,242850,2014/12,2016/05/20,2019/05/22,4,  도매 및 상품 중개업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,(주)영현무역,242850,2015/12,2016/05/20,2019/05/22,4,  도매 및 상품 중개업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,(주)영현무역,242850,2016/12,2016/05/20,2019/05/22,4,  도매 및 상품 중개업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,(주)영현무역,242850,2017/12,2016/05/20,2019/05/22,4,  도매 및 상품 중개업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,(주)영현무역,242850,2018/12,2016/05/20,2019/05/22,4,  도매 및 상품 중개업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
